Image name,Contains figure,Asks for proof,Dependencies,LatexOutput,Reference,GUID,Type,Seq,PT,OriginalName
"Topology, Calculus and Approximation-Vilmos Komornik_49_problem.png",FALSE,TRUE,,,,c02d4f2b-e284-4ea2-a41a-f96a22b6df5f,P,49,0,"Topology, Calculus and Approximation-Vilmos Komornik_49_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_49_solution.png",FALSE,TRUE,,,,61c16772-e198-4591-bca1-4c2bc2aae684,S,49,0,"Topology, Calculus and Approximation-Vilmos Komornik_49_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_50_problem.png",FALSE,TRUE,,,,63eb563e-ea4a-4915-af08-964df61dddff,P,50,0,"Topology, Calculus and Approximation-Vilmos Komornik_50_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_50_solution.png",FALSE,TRUE,,,,af31d49d-c735-45b2-990c-a7ba0d56d613,S,50,0,"Topology, Calculus and Approximation-Vilmos Komornik_50_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_51_problem.png",FALSE,TRUE,,,,d7b3352d-01c7-4e08-be29-23d04d7b3a05,P,51,0,"Topology, Calculus and Approximation-Vilmos Komornik_51_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_51_solution.png",FALSE,TRUE,,,,6af43549-5298-4716-af77-1871da47bdf4,S,51,0,"Topology, Calculus and Approximation-Vilmos Komornik_51_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_52_problem.png",FALSE,TRUE,,,,73e3ade5-f5d5-4cab-a500-cee236906ece,P,52,0,"Topology, Calculus and Approximation-Vilmos Komornik_52_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_52_solution.png",FALSE,TRUE,,,,47ee2c65-59ac-4c0d-8922-53d88e08265c,S,52,0,"Topology, Calculus and Approximation-Vilmos Komornik_52_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_53_problem.png",FALSE,TRUE,,,,98eedc52-a7f8-4733-9e89-df6ed46e45d7,P,53,0,"Topology, Calculus and Approximation-Vilmos Komornik_53_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_53_solution.png",FALSE,TRUE,,,,e45f60e2-2a04-4f1a-995a-312b14d564de,S,53,0,"Topology, Calculus and Approximation-Vilmos Komornik_53_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_54_problem.png",FALSE,TRUE,,,,52bf3b09-44b3-4a39-9c92-3b8fa1fb2e88,P,54,0,"Topology, Calculus and Approximation-Vilmos Komornik_54_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_54_solution.png",FALSE,TRUE,,,,16f02543-48b3-4bee-9642-2a773708cc26,S,54,0,"Topology, Calculus and Approximation-Vilmos Komornik_54_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_55_problem.png",FALSE,TRUE,,,,1608d17e-cb46-4180-8df0-bc754b4a77f5,P,55,0,"Topology, Calculus and Approximation-Vilmos Komornik_55_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_55_solution.png",FALSE,TRUE,,,,a10700a9-c1ee-4328-9a1a-06f8a130e4ac,S,55,0,"Topology, Calculus and Approximation-Vilmos Komornik_55_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_56_problem.png",TRUE,TRUE,,,,a8da709d-bb2c-4f6d-9c92-957768b724b7,P,56,0,"Topology, Calculus and Approximation-Vilmos Komornik_56_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_56_solution.png",FALSE,TRUE,,,,820016b8-9e18-42ca-abfa-c33a5fe87be4,S,56,0,"Topology, Calculus and Approximation-Vilmos Komornik_56_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_57_problem.png",FALSE,TRUE,,,,741b440f-d342-409c-aed5-c18bf5197cf2,P,57,0,"Topology, Calculus and Approximation-Vilmos Komornik_57_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_57_solution_part_1.png",FALSE,TRUE,,,,a5dd5c67-29a5-493a-b47f-a45651185ed9,S,57,1,"Topology, Calculus and Approximation-Vilmos Komornik_57_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_57_solution_part_2.png",FALSE,TRUE,,,,4d8b6037-ed67-49a9-b123-54c19c2e5d16,S,57,2,"Topology, Calculus and Approximation-Vilmos Komornik_57_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_58_problem.png",FALSE,TRUE,,,,af4f0304-f43c-41bb-ab55-c01bdf4d06a7,P,58,0,"Topology, Calculus and Approximation-Vilmos Komornik_58_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_58_solution_part_1.png",FALSE,TRUE,,,,00ae4861-3538-4d2d-8e9a-b1a3fe704054,S,58,1,"Topology, Calculus and Approximation-Vilmos Komornik_58_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_58_solution_part_2.png",FALSE,TRUE,,,,9be0ea84-a4b4-476e-8bd7-8c5592a86e42,S,58,2,"Topology, Calculus and Approximation-Vilmos Komornik_58_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_58_solution_part_3.png",FALSE,TRUE,,,,fad3229a-3c17-44eb-ba71-73ae0aeb6835,S,58,3,"Topology, Calculus and Approximation-Vilmos Komornik_58_solution_part_3.png"
"Topology, Calculus and Approximation-Vilmos Komornik_59_problem.png",FALSE,TRUE,,,,166e3cf9-f0d0-41d9-9499-e73900cc7326,P,59,0,"Topology, Calculus and Approximation-Vilmos Komornik_59_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_59_solution_part_1.png",FALSE,TRUE,,,,726d014b-b083-4b2a-b8ed-d6e6d56c05cc,S,59,1,"Topology, Calculus and Approximation-Vilmos Komornik_59_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_59_solution_part_2.png",FALSE,TRUE,,,,533032f3-9b64-410c-b471-8712e548e6ff,S,59,2,"Topology, Calculus and Approximation-Vilmos Komornik_59_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_60_problem.png",FALSE,TRUE,,,,6e65fa21-2a7f-4f8c-8dd6-3fd749455f42,P,60,0,"Topology, Calculus and Approximation-Vilmos Komornik_60_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_60_solution.png",FALSE,TRUE,,,,36291381-d254-41b2-9afa-3a2830c841d8,S,60,0,"Topology, Calculus and Approximation-Vilmos Komornik_60_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_61_problem.png",FALSE,TRUE,,,,1b58ab7a-d2eb-49e7-a94f-1ccf71cbed8b,P,61,0,"Topology, Calculus and Approximation-Vilmos Komornik_61_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_61_solution.png",FALSE,TRUE,,,,12f99237-8081-48cd-bbd7-95824d20b193,S,61,0,"Topology, Calculus and Approximation-Vilmos Komornik_61_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_62_problem.png",FALSE,TRUE,,,,2ef287d1-3133-4710-968b-f003221633b4,P,62,0,"Topology, Calculus and Approximation-Vilmos Komornik_62_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_62_solution.png",FALSE,TRUE,,,,91295704-7a18-4b60-8d98-75c5efed16ae,S,62,0,"Topology, Calculus and Approximation-Vilmos Komornik_62_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_63_problem.png",FALSE,TRUE,,,,e62304ec-6783-4b2e-89ed-35460785e839,P,63,0,"Topology, Calculus and Approximation-Vilmos Komornik_63_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_63_solution.png",FALSE,TRUE,,,,b1ee1484-fe24-4443-99ef-6b85e181cedf,S,63,0,"Topology, Calculus and Approximation-Vilmos Komornik_63_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_64_problem.png",FALSE,FALSE,,,,ab0c4ddc-cba7-40c3-9e8c-cba62b527a2a,P,64,0,"Topology, Calculus and Approximation-Vilmos Komornik_64_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_64_solution.png",FALSE,TRUE,,,,f0c7d647-f642-455c-b359-1d02459d43b0,S,64,0,"Topology, Calculus and Approximation-Vilmos Komornik_64_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_65_problem.png",FALSE,TRUE,,,,f72004d2-4d64-49ef-88b7-051b5e561aac,P,65,0,"Topology, Calculus and Approximation-Vilmos Komornik_65_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_65_solution.png",FALSE,TRUE,,,,f4757705-f5e3-4f6f-8f7d-235cf9f7bcf8,S,65,0,"Topology, Calculus and Approximation-Vilmos Komornik_65_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_66_problem.png",FALSE,TRUE,,,,2df1be2b-b5b3-4d7d-8a94-ec19412b7ed4,P,66,0,"Topology, Calculus and Approximation-Vilmos Komornik_66_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_66_solution_part_1.png",FALSE,TRUE,,,,46ae5f0c-9e1a-4e85-ba93-2576af3b4c84,S,66,1,"Topology, Calculus and Approximation-Vilmos Komornik_66_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_66_solution_part_2.png",FALSE,TRUE,,,,4e4fd1d1-72cc-4a8b-a1ec-f48a88f9684d,S,66,2,"Topology, Calculus and Approximation-Vilmos Komornik_66_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_67_problem_part_1.png",FALSE,TRUE,,,,06ee28ed-adda-4b4f-bef3-e523a705903a,P,67,1,"Topology, Calculus and Approximation-Vilmos Komornik_67_problem_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_67_problem_part_2.png",FALSE,TRUE,,,,d4e19e62-cdfc-49d8-938d-b74ee100f25b,P,67,2,"Topology, Calculus and Approximation-Vilmos Komornik_67_problem_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_67_solution_part_1.png",FALSE,TRUE,,,,327871b4-7218-462c-8e73-70576fef26b9,S,67,1,"Topology, Calculus and Approximation-Vilmos Komornik_67_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_67_solution_part_2.png",FALSE,TRUE,,,,bf708788-7a2c-4ff3-8de5-cb9f02cbae00,S,67,2,"Topology, Calculus and Approximation-Vilmos Komornik_67_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_68_problem.png",FALSE,TRUE,,,,84f05aaf-7a2b-4891-969b-9374a6cf92a7,P,68,0,"Topology, Calculus and Approximation-Vilmos Komornik_68_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_68_solution_part_1.png",FALSE,TRUE,,,,f6543a67-114e-4aa3-8468-1b5fe3656625,S,68,1,"Topology, Calculus and Approximation-Vilmos Komornik_68_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_68_solution_part_2.png",FALSE,TRUE,,,,dd1f731e-b21e-40de-a947-414df8f9d8c3,S,68,2,"Topology, Calculus and Approximation-Vilmos Komornik_68_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_69_problem.png",FALSE,TRUE,,,,b3da77b1-1fbc-4594-8e74-5cf037e3d260,P,69,0,"Topology, Calculus and Approximation-Vilmos Komornik_69_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_69_solution_part_1.png",FALSE,TRUE,,,,e117618c-c9c6-491e-bb3d-4794315e2076,S,69,1,"Topology, Calculus and Approximation-Vilmos Komornik_69_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_69_solution_part_2.png",FALSE,TRUE,,,,2eb7a420-e549-452e-92b4-a9703d78482d,S,69,2,"Topology, Calculus and Approximation-Vilmos Komornik_69_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_70_problem.png",FALSE,TRUE,,,,49fb3431-2a8e-4eb6-9396-875837d10560,P,70,0,"Topology, Calculus and Approximation-Vilmos Komornik_70_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_70_solution.png",FALSE,TRUE,,,,0d2d26b8-ceaa-4804-aca3-95cd5f00fb69,S,70,0,"Topology, Calculus and Approximation-Vilmos Komornik_70_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_71_problem.png",FALSE,FALSE,,,,42eefa99-06bd-4933-bdb8-be29b303b1b2,P,71,0,"Topology, Calculus and Approximation-Vilmos Komornik_71_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_71_solution_part_1.png",FALSE,FALSE,,,,d9091229-6167-42e4-96c6-174a87db06ac,S,71,1,"Topology, Calculus and Approximation-Vilmos Komornik_71_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_71_solution_part_2.png",FALSE,FALSE,,,,ad136ff0-1f19-45cd-b3ed-9a1bc68cd8f1,S,71,2,"Topology, Calculus and Approximation-Vilmos Komornik_71_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_72_problem.png",FALSE,FALSE,,,,edf83aa7-7830-42a6-8419-31c6748e3bee,P,72,0,"Topology, Calculus and Approximation-Vilmos Komornik_72_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_72_solution.png",FALSE,FALSE,,,,2fb848a0-25f5-458d-b52b-e47010a5f6d6,S,72,0,"Topology, Calculus and Approximation-Vilmos Komornik_72_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_73_problem.png",FALSE,TRUE,,,,c5dd103b-d09a-40e8-a77c-b66f11dc9f5e,P,73,0,"Topology, Calculus and Approximation-Vilmos Komornik_73_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_73_solution.png",FALSE,TRUE,,,,481fffb6-5ff6-4500-b4b8-912e6eb0e6bc,S,73,0,"Topology, Calculus and Approximation-Vilmos Komornik_73_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_74_problem.png",FALSE,TRUE,,,,bbd610fc-37f5-4d72-a610-eb65ce5922e9,P,74,0,"Topology, Calculus and Approximation-Vilmos Komornik_74_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_74_solution.png",FALSE,TRUE,,,,b97d605f-f19a-4d8a-9457-b7db06700e99,S,74,0,"Topology, Calculus and Approximation-Vilmos Komornik_74_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_75_problem.png",FALSE,TRUE,,,,743e2ecd-c839-45df-841d-d526bda11ac3,P,75,0,"Topology, Calculus and Approximation-Vilmos Komornik_75_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_75_solution_part_1.png",FALSE,TRUE,,,,cead4408-a3d3-43de-8470-4baca43f0610,S,75,1,"Topology, Calculus and Approximation-Vilmos Komornik_75_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_75_solution_part_2.png",FALSE,TRUE,,,,0187a174-a9ef-4405-82ab-924db96b71a9,S,75,2,"Topology, Calculus and Approximation-Vilmos Komornik_75_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_76_problem.png",FALSE,TRUE,,,,c86eb0c4-81f6-4de5-81e2-db35a983d22b,P,76,0,"Topology, Calculus and Approximation-Vilmos Komornik_76_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_76_solution_part_1.png",FALSE,TRUE,,,,f23b1e80-7b17-4d72-a6fe-00224ce9bd06,S,76,1,"Topology, Calculus and Approximation-Vilmos Komornik_76_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_76_solution_part_2.png",FALSE,TRUE,,,,582db4d3-fea2-4c01-a6fb-8bac62a5f2ee,S,76,2,"Topology, Calculus and Approximation-Vilmos Komornik_76_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_77_problem.png",FALSE,TRUE,,,,35ef35f0-d143-4efe-bdcd-0b79ad364a35,P,77,0,"Topology, Calculus and Approximation-Vilmos Komornik_77_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_77_solution.png",FALSE,TRUE,,,,c49cd78d-66bb-4885-8409-ac15a9e7af85,S,77,0,"Topology, Calculus and Approximation-Vilmos Komornik_77_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_78_problem.png",FALSE,TRUE,,,,c97e1a0d-9b6d-4c0f-a362-d41372732af3,P,78,0,"Topology, Calculus and Approximation-Vilmos Komornik_78_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_78_solution_part_1.png",FALSE,TRUE,,,,c8adf2ff-c73f-469b-b79f-bca42ba6925f,S,78,1,"Topology, Calculus and Approximation-Vilmos Komornik_78_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_78_solution_part_2.png",FALSE,TRUE,,,,45cbec10-f359-4b32-a2b5-9d44fe9be69f,S,78,2,"Topology, Calculus and Approximation-Vilmos Komornik_78_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_79_problem.png",FALSE,TRUE,,,,2677ac54-ab3a-44ac-a1e7-0e7e67b31e2b,P,79,0,"Topology, Calculus and Approximation-Vilmos Komornik_79_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_79_solution_part_1.png",FALSE,TRUE,,,,cd8e2cbe-c77a-4a69-9f00-bdd26b2b3d9c,S,79,1,"Topology, Calculus and Approximation-Vilmos Komornik_79_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_79_solution_part_2.png",TRUE,TRUE,,,,cd174f72-cecc-43b2-be0c-bce366af78cc,S,79,2,"Topology, Calculus and Approximation-Vilmos Komornik_79_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_79_solution_part_3.png",FALSE,TRUE,,,,b6476876-5aa1-4b00-95a1-9170d128b13b,S,79,3,"Topology, Calculus and Approximation-Vilmos Komornik_79_solution_part_3.png"
"Topology, Calculus and Approximation-Vilmos Komornik_80_problem.png",FALSE,TRUE,,,,5c5529b5-da52-4bb3-a64a-c20ff229a74e,P,80,0,"Topology, Calculus and Approximation-Vilmos Komornik_80_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_80_solution_part_1.png",TRUE,TRUE,,,,26652ad8-b5f0-43e0-9b9f-eb4ef88886fc,S,80,1,"Topology, Calculus and Approximation-Vilmos Komornik_80_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_80_solution_part_2.png",FALSE,TRUE,,,,dcc34ffe-d072-4b54-8a84-3d21700e851e,S,80,2,"Topology, Calculus and Approximation-Vilmos Komornik_80_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_81_problem.png",FALSE,TRUE,,,,195880f1-6250-4db6-81f7-daeebc3f9041,P,81,0,"Topology, Calculus and Approximation-Vilmos Komornik_81_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_81_solution.png",FALSE,TRUE,,,,ec531320-4eda-4b90-8a6c-4ee63bda36e4,S,81,0,"Topology, Calculus and Approximation-Vilmos Komornik_81_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_82_problem_part_1.png",FALSE,TRUE,,,,750bb523-46b8-4c27-bdf2-98011e170ffe,P,82,1,"Topology, Calculus and Approximation-Vilmos Komornik_82_problem_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_82_problem_part_2.png",FALSE,TRUE,,,,ce86e4a0-c5a9-4f46-8b6b-c46b79d141fb,P,82,2,"Topology, Calculus and Approximation-Vilmos Komornik_82_problem_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_82_solution.png",FALSE,TRUE,,,,85ff6cba-1cc7-4df5-ade5-cf4420ef2729,S,82,0,"Topology, Calculus and Approximation-Vilmos Komornik_82_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_83_problem.png",FALSE,TRUE,,,,eed89480-4d20-4766-85aa-f2c94de31ae2,P,83,0,"Topology, Calculus and Approximation-Vilmos Komornik_83_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_83_solution.png",FALSE,TRUE,,,,97606f5c-7ff3-48ca-bf0f-ad11a52ec6ea,S,83,0,"Topology, Calculus and Approximation-Vilmos Komornik_83_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_84_problem.png",FALSE,TRUE,,,,3862a80f-a0bd-4107-8cff-82dbac7e9f2f,P,84,0,"Topology, Calculus and Approximation-Vilmos Komornik_84_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_84_solution_part_1.png",FALSE,TRUE,,,,c523af57-5df1-4a86-a31f-4e491db39742,S,84,1,"Topology, Calculus and Approximation-Vilmos Komornik_84_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_84_solution_part_2.png",FALSE,TRUE,,,,022b1f3d-f3f1-4654-ab2b-908a98c20cf2,S,84,2,"Topology, Calculus and Approximation-Vilmos Komornik_84_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_84_solution_part_3.png",FALSE,TRUE,,,,0c1addbc-5326-47b6-90f5-0c6ff89809e0,S,84,3,"Topology, Calculus and Approximation-Vilmos Komornik_84_solution_part_3.png"
"Topology, Calculus and Approximation-Vilmos Komornik_84_solution_part_4.png",FALSE,TRUE,,,,cad2b660-119b-4b39-adf8-4a1ed10c5d76,S,84,4,"Topology, Calculus and Approximation-Vilmos Komornik_84_solution_part_4.png"
"Topology, Calculus and Approximation-Vilmos Komornik_85_problem.png",FALSE,TRUE,,,,6bb97564-8a7e-4b09-8ae3-2da41eecb0e7,P,85,0,"Topology, Calculus and Approximation-Vilmos Komornik_85_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_85_solution_part_1.png",FALSE,TRUE,,,,33fe12a7-d47d-49a7-aa1a-7e010e8428a8,S,85,1,"Topology, Calculus and Approximation-Vilmos Komornik_85_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_85_solution_part_2.png",FALSE,TRUE,,,,7ae132bc-3691-4ad7-a1d2-81db90ca32b8,S,85,2,"Topology, Calculus and Approximation-Vilmos Komornik_85_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_85_solution_part_3.png",FALSE,TRUE,,,,aa948a20-0ff8-4803-b7cc-f0ba0d282615,S,85,3,"Topology, Calculus and Approximation-Vilmos Komornik_85_solution_part_3.png"
"Topology, Calculus and Approximation-Vilmos Komornik_86_problem.png",FALSE,TRUE,,,,82abb7c4-e9e8-4ee9-ac05-fef1c6351a8b,P,86,0,"Topology, Calculus and Approximation-Vilmos Komornik_86_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_86_solution.png",FALSE,TRUE,,,,bf75ba9d-0731-4f1c-b036-36c66766cd08,S,86,0,"Topology, Calculus and Approximation-Vilmos Komornik_86_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_87_problem.png",FALSE,TRUE,,,,f87bcb55-50a7-417b-bdb3-f632fbeb4c85,P,87,0,"Topology, Calculus and Approximation-Vilmos Komornik_87_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_87_solution_part_1.png",FALSE,TRUE,,,,8e26ec87-9e2a-4e9c-aeb4-36d5d7a51f08,S,87,1,"Topology, Calculus and Approximation-Vilmos Komornik_87_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_87_solution_part_2.png",FALSE,TRUE,,,,736b6d4f-0a74-46e2-ba4c-f1cf243c0d46,S,87,2,"Topology, Calculus and Approximation-Vilmos Komornik_87_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_88_problem.png",FALSE,TRUE,,,,ae78218f-15ce-47f9-8a02-c1db4bacc3ce,P,88,0,"Topology, Calculus and Approximation-Vilmos Komornik_88_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_88_solution_part_1.png",FALSE,TRUE,,,,124ea546-11cd-4894-901b-c227d704f2a8,S,88,1,"Topology, Calculus and Approximation-Vilmos Komornik_88_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_88_solution_part_2.png",FALSE,TRUE,,,,64572b62-e674-42d7-b45c-d67ff584977a,S,88,2,"Topology, Calculus and Approximation-Vilmos Komornik_88_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_88_solution_part_3.png",FALSE,TRUE,,,,b9e23157-00f3-44cc-9c50-7c7adfb2c4ff,S,88,3,"Topology, Calculus and Approximation-Vilmos Komornik_88_solution_part_3.png"
"Topology, Calculus and Approximation-Vilmos Komornik_89_problem.png",FALSE,TRUE,,,,bf1e409b-1b86-4677-8d76-1318da790b5a,P,89,0,"Topology, Calculus and Approximation-Vilmos Komornik_89_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_89_solution.png",FALSE,TRUE,,,,7022ff3b-9e0e-4769-b681-ddbdcc0e2a1e,S,89,0,"Topology, Calculus and Approximation-Vilmos Komornik_89_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_90_problem.png",FALSE,TRUE,,,,55b70ba4-358d-48f0-ac52-3812207c9b94,P,90,0,"Topology, Calculus and Approximation-Vilmos Komornik_90_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_90_solution_part_1.png",FALSE,TRUE,,,,38eb3de1-e02c-4fec-a92a-8e537fb3d654,S,90,1,"Topology, Calculus and Approximation-Vilmos Komornik_90_solution_part_1.png"
"Topology, Calculus and Approximation-Vilmos Komornik_90_solution_part_2.png",FALSE,TRUE,,,,f2ae313a-2c48-4e24-89af-38791a7e4481,S,90,2,"Topology, Calculus and Approximation-Vilmos Komornik_90_solution_part_2.png"
"Topology, Calculus and Approximation-Vilmos Komornik_91_problem.png",FALSE,TRUE,,,,fe7d77af-d449-48ee-be7b-b3cc8c29a882,P,91,0,"Topology, Calculus and Approximation-Vilmos Komornik_91_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_91_solution.png",FALSE,TRUE,,,,bb9944e3-cb26-45d3-b5c8-c082c96b39d0,S,91,0,"Topology, Calculus and Approximation-Vilmos Komornik_91_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_92_problem.png",FALSE,TRUE,,,,c24ae900-1c9a-4c19-a342-9b9394617857,P,92,0,"Topology, Calculus and Approximation-Vilmos Komornik_92_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_92_solution.png",FALSE,TRUE,,,,3903bace-b250-41da-b165-33763100905f,S,92,0,"Topology, Calculus and Approximation-Vilmos Komornik_92_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_93_problem.png",FALSE,TRUE,,,,9acd16ea-ca25-4a79-b8a9-87c27134d5fa,P,93,0,"Topology, Calculus and Approximation-Vilmos Komornik_93_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_93_solution.png",FALSE,TRUE,,,,202f17b8-6095-42c9-b76b-7080ced3dbce,S,93,0,"Topology, Calculus and Approximation-Vilmos Komornik_93_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_94_problem.png",FALSE,TRUE,,,,7d7cd64c-c628-4374-99e5-249d65f38dce,P,94,0,"Topology, Calculus and Approximation-Vilmos Komornik_94_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_94_solution.png",FALSE,TRUE,,,,fdaac6e3-eca5-4363-a693-5d5870c9fa6a,S,94,0,"Topology, Calculus and Approximation-Vilmos Komornik_94_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_95_problem.png",FALSE,TRUE,,,,ea908a54-47c5-4c58-9382-608f4f969cf2,P,95,0,"Topology, Calculus and Approximation-Vilmos Komornik_95_problem.png"
"Topology, Calculus and Approximation-Vilmos Komornik_95_solution.png",FALSE,TRUE,,,,e8f7d21d-f254-4205-85c7-a62f3156510f,S,95,0,"Topology, Calculus and Approximation-Vilmos Komornik_95_solution.png"
"Topology, Calculus and Approximation-Vilmos Komornik_96_problem.png",FALSE,TRUE,,,,377b0f82-b740-4b08-ba52-bc36692b0b95,P,96,0,"Topology, Calculus and Approximation-Vilmos Komornik_96_problem.png"
